user_id,query,product_title,product_price,is_sponsored,slot,bid,price_paid,pCTR,pCVR,verdict,reason,U_total,matched_keywords,campaign_id,segment,mechanism
UP-7C09C4C0655E,long usb c cable for travel cheap,"Bawanfa Multi 3 in 1 USB Long Charger Cable, 3M/10Ft 6A PD Fast Braided Charging Cord, Universal Multiple Ports Long Charging Cable with USB C/Micro USB/Lightning Connector",12.99,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.8683,,,general,vcg
UP-94CB9AE61F21,iphone 15 screen protector scratch resistant deal,Screen Protector for Canon EOS Rebel T2i / 550D [3Pack] ，iDaPro Tempered Glass Easy Installation,7.99,True,0,0.14237160311799277,0.12900774016572916,0.06905856906537897,0.045,BUY,utility_threshold,0.8712,"camera screen protector pack, screen protector for canon eos, buy canon screen protector online, best screen protector for eos rebel, easy install screen protector for canon",camp_retailer_techzone_main,general,vcg
UP-94CB9AE61F21,iphone 15 screen protector scratch resistant deal,"GMYLE Case Compatible A1369/A1466 2008-2017 Release NO Touch ID, Hard Plastic Shell Matte Scratch Guard Cover - Tropical Plants(Orange Hibiscus)",-1.0,True,1,0.1193346,0.022698997729786258,0.05076458519698754,0.0902,NOT_BUY,softmax_loser,0.8627,scratch guard for macbook,camp_agg_marketboard_main,general,vcg
UP-94CB9AE61F21,iphone 15 screen protector scratch resistant deal,"(2 Pack) Supershieldz Designed for Apple iPad Mini 6 8.3-Inch (2021, 6th Generation) Tempered Glass Screen Protector, Anti Scratch, Bubble Free",7.99,True,2,0.03618,0.0,0.15924615867053088,0.0402,NOT_BUY,softmax_loser,0.8226,"anti scratch ipad mini protector, ipad mini 6 screen protector, screen protector pack for ipad, screen protector for ipad mini 6, buy ipad mini 6 screen protector, screen protection for ipad mini",camp_agg_universalstore_main,general,vcg
UP-94CB9AE61F21,iphone 15 screen protector scratch resistant deal,Model 3 Screen Protector Tesla Model 3 Tempered Glass Center Control 15” 9H Anti-Scratch and Shock Resistant Car Navigation,-1.0,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.8285,,,general,vcg
UP-94CB9AE61F21,iphone 15 screen protector scratch resistant deal,"KALAMANDA Screen Protector Tempered Glass,[Anti-Fingerprint][No-Bubble][Scratch-Resistant] Glass Screen Protector for Samsung Galaxy",-1.0,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.7943,,,general,vcg
UP-94CB9AE61F21,iphone 15 screen protector scratch resistant deal,"RATECH iPhone 6s Case, Heavy Duty Shockproof Scratch-Resistant iPhone Shell Case for 4.7"" iPhone 6/6s with 3-in-1 Built-in Screen Protector Without Belt Clip (Grey Orange)",-1.0,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.82,,,general,vcg
UP-94CB9AE61F21,iphone 15 screen protector scratch resistant deal,"iPhone 11 Case Clear with Screen Protector [2X Tempered Glass], 6.1"", Ultra-Thin Slim Lightweight Soft TPU Bumper Shock-Absorption & Scratch-Resistant Case (Orange)",-1.0,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.7685,,,general,vcg
UP-94CB9AE61F21,iphone 15 screen protector scratch resistant deal,"iPhone 11 Case Clear with Screen Protector [2X Tempered Glass], 6.1"", Ultra-Thin Slim Lightweight Soft TPU Bumper Shock-Absorption & Scratch-Resistant Case (Black)",-1.0,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.7461,,,general,vcg
UP-E5D80A88C3C1,bulk supershieldz tempered glass iphone 14,Screen Protector for Canon EOS Rebel T2i / 550D [3Pack] ，iDaPro Tempered Glass Easy Installation,7.99,True,0,0.41553000000000007,0.14296665012792717,0.053161191788279445,0.095,NOT_BUY,softmax_loser,0.9607,"tempered glass for canon eos, protective glass for canon rebel",camp_retailer_pixelstore_main,general,vcg
UP-E5D80A88C3C1,bulk supershieldz tempered glass iphone 14,"Corsair Crystal 570X RGB Mid-Tower Case, 3 RGB Fans, Tempered Glass - Black",-1.0,True,1,0.40153320000000003,0.08170840767656554,0.051458892402453486,0.09179999999999999,BUY,utility_threshold,1.0,"rgb tempered glass pc case, high airflow tempered glass case",camp_brand_corsair_0,general,vcg
UP-E5D80A88C3C1,bulk supershieldz tempered glass iphone 14,"2018 Dell Latitude E5440 14"" Business Laptop Computer, Intel Dual-Core I5-4200U up to 2.6GHz, 8GB RAM, 128GB SSD, HDMI, Bluetooth 4.0, WiFi 802.11ac, Windows 10 Professional (Certified Refurbished)",-1.0,True,2,0.193572,0.0,0.036202069161209535,0.095,NOT_BUY,softmax_loser,1.0,"e5440 14"", 14"" business, 2018 dell latitude e5440 14"" business",camp_brand_amazon_renewed_0,general,vcg
UP-E5D80A88C3C1,bulk supershieldz tempered glass iphone 14,"Supershieldz Designed for Microsoft Surface Pro 3 Tempered Glass Screen Protector, Anti Scratch, Bubble Free",10.99,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.8695,,,general,vcg
UP-E5D80A88C3C1,bulk supershieldz tempered glass iphone 14,"Supershieldz (3 Pack) Designed for Garmin Bounce Tempered Glass Screen Protector, Anti Scratch, Bubble Free",7.99,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.6507,,,general,vcg
UP-E5D80A88C3C1,bulk supershieldz tempered glass iphone 14,"(2 Pack) Supershieldz Designed for Garmin Approach S60 Tempered Glass Screen Protector, Anti Scratch, Bubble Free",7.99,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.9173,,,general,vcg
UP-E5D80A88C3C1,bulk supershieldz tempered glass iphone 14,"Supershieldz Designed for Verizon (Ellipsis 10) (Not Fit for Ellipsis 10 HD) Tempered Glass Screen Protector, Anti Scratch, Bubble Free",8.99,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.8983,,,general,vcg
UP-E5D80A88C3C1,bulk supershieldz tempered glass iphone 14,"(3 Pack) Supershieldz Designed for Garmin Approach S40 Tempered Glass Screen Protector, Anti Scratch, Bubble Free",7.99,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.8304,,,general,vcg
UP-F30D30ED74A9,Baseus 65W GaN portable power bank fast charge,Werkryt MFi Certified iPhone Charger Lightning Cable 5 Pack [3/3/6/6/10FT] Extra Long Nylon Braided USB Charging & Syncing Cord Compatible iPhone Xs/Max/XR/X/8/8Plus/7/7Plus/6S/6S Plus/SE/iPad/Nan Mor,-1.0,True,0,0.346275,0.10323573367572952,0.08002977896927777,0.095,NOT_BUY,softmax_loser,0.7789,iphone sync and charge cable,camp_retailer_gadgethub_main,general,vcg
UP-F30D30ED74A9,Baseus 65W GaN portable power bank fast charge,Werkryt MFi Certified iPhone Charger Lightning Cable 5 Pack [3/3/6/6/10FT] Extra Long Nylon Braided USB Charging & Syncing Cord Compatible iPhone Xs/Max/XR/X/8/8Plus/7/7Plus/6S/6S Plus/SE/iPad/Nan Mor,-1.0,True,1,0.346275,0.052027391920764963,0.05299171749794207,0.095,NOT_BUY,softmax_loser,0.7789,iphone sync and charge cable,camp_retailer_gadgethub_main,general,vcg
UP-F30D30ED74A9,Baseus 65W GaN portable power bank fast charge,"Left Angle USB C to A Cable 3A Fast Charge 4ft, CableCreation 90 Degree USB Type C Cable Braided 480Mbps Data, Compatible with New Macbook(Pro), Pixel XL, Galaxy S10/S10+, Rose Gold with Aluminum Case",-1.0,True,2,0.438615,0.0,0.03142871145332343,0.095,NOT_BUY,softmax_loser,0.7789,"best usb c cables for fast charge, fast charging usb c cable",camp_retailer_pixelstore_main,general,vcg
UP-F30D30ED74A9,Baseus 65W GaN portable power bank fast charge,"USB C Charger 65W Fast Wall Charger, PD3.0 & GaN Tech 2-Port Type C +USB Power Adapter Compact Foldable Travel Charger",-1.0,False,-1,0.0,0.0,0.0,0.0,ADD_TO_CART,utility_threshold,0.8216,,,general,vcg
UP-F30D30ED74A9,Baseus 65W GaN portable power bank fast charge,JBL Charge 5 - Portable Bluetooth Speaker with IP67 Waterproof and USB Charge Out and InfinityLab InstantGo 5000mAh Wireless Power Bank (Teal/Black),209.9,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.5711,,,general,vcg
UP-F30D30ED74A9,Baseus 65W GaN portable power bank fast charge,"65W USB C Charger, BINZET Fast Laptop Charger Power Adapter PD 3.0 Dual Port GaN Wall Charger Compatible for USB-C Chargeable Laptops, MBP, Phones - Black Charger with Cable",19.98,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.6392,,,general,vcg
UP-F30D30ED74A9,Baseus 65W GaN portable power bank fast charge,ONLYNEW 32000mah Power Bank - Portable Charger White…,-1.0,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.637,,,general,vcg
UP-F30D30ED74A9,Baseus 65W GaN portable power bank fast charge,"Portable Desktop Charging Station 65W, 6 in 1 Desktop GaN Power Strip with 3 AC outlets, 2 Ultra Fast PD 3.0 USB C and 1 USB A, 5ft Extension Cord, for MacBook Pro Air iPad iPhone Galaxy Laptop",-1.0,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.5324,,,general,vcg
UP-C172DC6B2094,Ring Battery Doorbell Pro with Chime bundle,Polaroid 72mm Adapter Ring works for Polaroid & Cokin P Series Filter Holders,-1.0,True,0,0.475,0.19750973787808798,0.046154447346402755,0.095,NOT_BUY,softmax_loser,0.67,"adapter ring for filters, 72mm filter adapter ring, buy camera adapter ring, best adapter ring for filters",camp_brand_polaroid_0,general,vcg
UP-C172DC6B2094,Ring Battery Doorbell Pro with Chime bundle,"11? Ring Light with Stand, Foldable LED Selfie Ring Light with Phone Holder, 3 Colors & 10 Brightness & USB Power, Remote Shutter Photography for Live Stream/Makeup YouTube/TikTok Video Shooting.",-1.0,True,1,0.36936,0.04841065953256426,0.05725429936452628,0.095,NOT_BUY,softmax_loser,0.74,"foldable ring light with stand, ring light with phone holder, led selfie ring light, adjustable brightness ring light, ring light for video calls, best ring light for selfies, portable ring light for streaming",camp_retailer_digiworld_main,general,vcg
UP-C172DC6B2094,Ring Battery Doorbell Pro with Chime bundle,"LG OLED65B8PUA OLED 65-inch B8 4K HDR AI Smart TV Bundle with Xbox One S 1TB, Wall Mount, Deco Gear Wireless Keyboard and 6-Outlet Surge Adapter with Night Light",-1.0,True,2,0.38949999999999996,0.0,0.035580467179866404,0.095,NOT_BUY,softmax_loser,0.67,"lg tv with xbox bundle, buy lg oled tv bundle",camp_brand_lg_0,general,vcg
UP-C172DC6B2094,Ring Battery Doorbell Pro with Chime bundle,Ring Video Doorbell Pro 2 with Ring Chime Pro,234.98,False,-1,0.0,0.0,0.0,0.0,ADD_TO_CART,utility_threshold,0.836,,,general,vcg
UP-C172DC6B2094,Ring Battery Doorbell Pro with Chime bundle,Ring Video Doorbell 2 w/Bonus Chime,209.0,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.754,,,general,vcg
UP-C172DC6B2094,Ring Battery Doorbell Pro with Chime bundle,Ring Video Doorbell Pro with Echo Show 8 (Charcoal),-1.0,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.778,,,general,vcg
UP-C172DC6B2094,Ring Battery Doorbell Pro with Chime bundle,Ring Video Doorbell Pro Faceplate - Blue Metal,14.99,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.766,,,general,vcg
UP-C172DC6B2094,Ring Battery Doorbell Pro with Chime bundle,"Rechargeable Ring Battery 2pack,Compatible with Ring Video Doorbell 2 Ring Spotlight Cam and Ring Stick Up Cam",-1.0,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.76,,,general,vcg
UP-74CA1274B8DC,Google Nest Cam indoor security camera 2 pack,AC Charger Fit for Google Home Hub (1st Gen Nest Hub) Nest Hub (2nd Gen) Smart Speakers Power Supply Adapter Cord,14.99,True,0,1.2988799999999998,0.4835609316979446,0.10755867555072304,0.0902,NOT_BUY,softmax_loser,0.9134,"google nest hub charger, buy google home charger, affordable google home charger, power adapter for google home, replacement charger for google hub, google home power adapter online",camp_agg_megamall_main,general,vcg
UP-74CA1274B8DC,Google Nest Cam indoor security camera 2 pack,VideoSecu Audio Video Power 2 Pack 150ft HD Security Camera Cables Pre-Made All-in-One BNC Extension Wire Cord with BNC RCA Connectors for 720P 960P 1080P 960H CCTV Surveillance DVR System WUR,-1.0,True,1,1.3679999999999999,0.8132742825883978,0.07631962965411732,0.095,BUY,utility_threshold,0.966,"buy security camera cables, security camera extension cable, affordable security camera cables, 150ft hd security camera cables, cctv camera cable online",camp_agg_megamall_main,general,vcg
UP-74CA1274B8DC,Google Nest Cam indoor security camera 2 pack,"(2pack) Type-C to 3.5 mm Headphone Jack Adapter to 3.5mm Aux Audio Dongle Jack Cable USB-C to AUX Adapter Compatible with Pixel 3/2/3XL/2XL,Huawei and More Type-C Devices White",-1.0,True,2,1.3679999999999999,0.0,0.07561987336058051,0.095,NOT_BUY,softmax_loser,0.9535,buy 2 pack headphone adapters,camp_retailer_techvault_main,general,vcg
UP-74CA1274B8DC,Google Nest Cam indoor security camera 2 pack,"Nest Cam Outdoor Skin, Taken Silicone Skins for Nest Cam Outdoor Security Camera - Durable and Weatherproof Nest Cam Outdoor Cover (2 Pack, Brown)",-1.0,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.4865,,,general,vcg
UP-74CA1274B8DC,Google Nest Cam indoor security camera 2 pack,HOLACA Compatible for Nest Cam Wall Mount Versatile Aluminum Bracket Compatible for Google Nest Cam Outdoor Security Camera (White-Aluminum),14.99,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.8609,,,general,vcg
UP-74CA1274B8DC,Google Nest Cam indoor security camera 2 pack,"2 Pack Flexible Tripod for Google Nest Cam (Battery), Adjustable Mounting Bracket to Attach Your Nest Camera Wherever with No Tools - White",14.99,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.4739,,,general,vcg
UP-74CA1274B8DC,Google Nest Cam indoor security camera 2 pack,"2Pack Adjustable Security Wall Mount Bracket for Google Nest Cam(Battery), Perfect View Angle for Your Security Camera System - White",13.99,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.8868,,,general,vcg
UP-74CA1274B8DC,Google Nest Cam indoor security camera 2 pack,"2 Pack Flexible Twist Mount for Google Nest Cam (Battery), Adjustable Gooseneck Mounting Bracket to Attach Your Nest Camera Wherever with No Tools - White",13.99,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.7045,,,general,vcg
UP-6E1AD5AB79B0,Sony WH-1000XM5 noise cancelling headphones,"Retevis RM21 Handheld Floating Marine Radio,Submersible,Noise Cancelling,Clear Audio,Backlit LCD Display,NOAA Weather, Radio Marine with Charging Base and Charger for Boat Kayaking Jet Ski Voyages",95.99,True,0,0.2883065379333516,0.06656967822410148,0.08429177122717767,0.095,NOT_BUY,softmax_loser,0.9144,noise cancelling marine radio,camp_retailer_techzone_main,general,vcg
UP-6E1AD5AB79B0,Sony WH-1000XM5 noise cancelling headphones,"SoundPEATS Capsule3 Pro Wireless Earbuds with Hi-Res and LDAC, 43dB Hybrid Active Noise Cancelling Bluetooth 5.3 Earphones with 6 Mics for Calls, 52 Hours of Playtime, Transparency Mode, Game Mode",-1.0,True,1,0.4465,0.09550930948491214,0.03384641232519052,0.095,BUY,utility_threshold,0.9384,"active noise cancelling earbuds, wireless earbuds with noise cancelling",camp_retailer_elitetech_main,general,vcg
UP-6E1AD5AB79B0,Sony WH-1000XM5 noise cancelling headphones,"Retevis RM21 Handheld Floating Marine Radio,Submersible,Noise Cancelling,Clear Audio,Backlit LCD Display,NOAA Weather, Radio Marine with Charging Base and Charger for Boat Kayaking Jet Ski Voyages",95.99,True,2,0.32319000000000003,0.0,0.01667052131213098,0.095,NOT_BUY,softmax_loser,0.9144,noise cancelling marine radio,camp_retailer_pixelstore_main,general,vcg
UP-6E1AD5AB79B0,Sony WH-1000XM5 noise cancelling headphones,Sony WH-XB910N Extra BASS Noise Cancelling Bluetooth Headphones,248.0,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.8751,,,general,vcg
UP-6E1AD5AB79B0,Sony WH-1000XM5 noise cancelling headphones,Sony WH-XB900N EXTRA BASS Wireless Noise Cancelling Headphones (Black) and Bluetooth Wireless Speaker (Black) Bundle (2 Items),-1.0,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.2379,,,general,vcg
UP-6E1AD5AB79B0,Sony WH-1000XM5 noise cancelling headphones,"Geekria Shield Headphones Case Compatible with Sony WH-CH520, WH-CH710N, WH-1000XM5, WH-1000XM4, WH-1000XM3, WH-XB910N Case, Replacement Hard Shell Travel Carrying Bag with Cable Storage (Grey)",19.99,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.9034,,,general,vcg
UP-6E1AD5AB79B0,Sony WH-1000XM5 noise cancelling headphones,"Geekria Shield Headphones Case Compatible with Sony WH-CH520, MDR-XB950BT, MDR-XB950N1, WH-XB910N, WH-1000XM4, WH-1000XM5 Case, Replacement Hard Shell Travel Carrying Bag with Cable Storage (Red)",19.95,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.8434,,,general,vcg
UP-6E1AD5AB79B0,Sony WH-1000XM5 noise cancelling headphones,Asobilor Replacement WH-1000xm4 Headphone Audio Cable Wire Lead Compatible with Sony WH-1000xm5 WH-1000xm4 WH-1000xm3 WH-1000xm2 MDR-100ABN XB950N1 XB950BT WH-H900N H800 MDR-10R & More Headphone,8.99,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.6025,,,general,vcg
UP-22A30A21A069,iOttie Active Edge bike mount for iphone 15 pro,VideoSecu Articulating Tilt TV Mount Fit Sceptre E325BV-HDH E328BV-HDH X370BV-HD X372BV-FHD X370BV-FHD X402BV-FHD X405BV-FHD X420BV-FHD X425BV-FHD X505BV-FHD E325BV-HDH+ X505BV-FMQCC X505BV-FMQC 1KB,-1.0,True,0,1.3679999999999999,0.4131621579021854,0.04850594134615958,0.095,NOT_BUY,softmax_loser,0.7878,"tilt mount for sceptre tv, best mount for sceptre tv, buy wall mount for sceptre, buy articulating tv mount, articulating tv wall mount, buy affordable tv mount, sceptre tv mount options, sceptre tv wall mount online",camp_agg_megamall_main,general,vcg
UP-22A30A21A069,iOttie Active Edge bike mount for iphone 15 pro,"Ram Mount Combination Brake/Clutch Reservoir U-Bolt Mount for the Garmin eTrex Legend C/Cx/HCx, Venture Cx/HC, Vista C/Cx/HCx",-1.0,True,1,1.3679999999999999,0.07739117444212106,0.041084833936523124,0.095,NOT_BUY,softmax_loser,0.7878,"best garmin mount for bike, buy u-bolt mount for garmin, brake clutch reservoir mount, garmin etrex mount options, buy garmin u-bolt mount, best mounts for garmin devices",camp_agg_megamall_main,general,vcg
UP-22A30A21A069,iOttie Active Edge bike mount for iphone 15 pro,Garmin Automotive Windshield Mount for GPS 18 (010-10541-00),13.48,True,2,1.3679999999999999,0.0,0.011621358004777182,0.095,ADD_TO_CART,utility_threshold,0.8322,"garmin mount for sale, best gps mount for car, best car mount for gps, buy garmin windshield mount, purchase automotive gps mount, top rated windshield mount, automotive gps mount reviews",camp_brand_garmin_0,general,vcg
UP-22A30A21A069,iOttie Active Edge bike mount for iphone 15 pro,"Corki Out-Front Mount for Garmin Edge, Garmin GoPro Combo Mount,Garmin Edge Mount,Garmin Bike Mount for Edge 130 200 500 510 520 810 820 1000 1030 (Pro Blue)",-1.0,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.3444,,,general,vcg
UP-22A30A21A069,iOttie Active Edge bike mount for iphone 15 pro,"corki Out-Front Mount for Garmin Edge, Garmin GoPro Combo Mount,Garmin Edge Mount,Garmin Bike Mount for Edge 130 200 500 510 520 810 820 1000 1030 (Pro Red)",-1.0,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.3249,,,general,vcg
UP-22A30A21A069,iOttie Active Edge bike mount for iphone 15 pro,"Platt Bike Computer Mount for Garmin Edge,Aluminum Alloy Bicycle Garmin Edge Mount Compatible with 31.8mm 25.4mm Handlebar(Black)",17.99,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.5844,,,general,vcg
UP-22A30A21A069,iOttie Active Edge bike mount for iphone 15 pro,D Dymoece Bike Stem Headset Top Cap Mount for Garmin Edge,9.95,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.4509,,,general,vcg
UP-22A30A21A069,iOttie Active Edge bike mount for iphone 15 pro,"XOSS G/G+ Bike Computer Mount, Compatible for Bike Computer Garmin, Out Front Bike Computer Mount Road Black Plastic-Steel Durable (Edge Lite)",-1.0,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.4022,,,general,vcg
UP-0791404E2082,philips hue bridge starter kit automation,Maxell MiniDisc Lens Cleaner (MD-CL) (MD-CL),-1.0,True,0,1.2311999999999999,0.2528187568037443,0.04190776972529433,0.095,NOT_BUY,softmax_loser,0.9492,minidisc cleaning kit,camp_agg_megamall_main,general,vcg
UP-0791404E2082,philips hue bridge starter kit automation,Echo Dot (4th Gen) | Twilight Blue with Sengled Bluetooth bulb | Alexa smart home starter kit,-1.0,True,1,0.3792258,0.039155271480521586,0.06928368817609926,0.09179999999999999,NOT_BUY,softmax_loser,0.9378,smart home starter kit,camp_brand_amazon_0,general,vcg
